time,open,high,low,close,adjClose,volume,ma_90,mom_10,mom_30,prediction,fees,pnl,capital,benchmark,score,position,fees,pnl,capital,total_profit,total_loss,count_profit,count_loss
2020-05-04 14:30:00,280.73999,283.899994,279.130005,283.570007,283.570007,80873200.0,283.5700069999999,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-04 15:00:00,280.73999,283.899994,279.130005,283.570007,283.570007,80873200.0,283.5700069999999,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-04 15:30:00,280.73999,283.899994,279.130005,283.570007,283.570007,80873200.0,283.5700069999999,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-04 16:00:00,280.73999,283.899994,279.130005,283.570007,283.570007,80873200.0,283.5700069999999,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-05 09:00:00,286.640015,289.25,283.709991,286.190002,286.190002,79569900.0,283.7337566874999,0.9239323395721533,0.0,0.1,0.0,-39.29992500000026,4078.2075284999996,2.619995000000017,-1.0,-15.0,0.0,-39.29992500000026,4078.2075284999996,0.0,39.29992500000026,0.0,1.0
2020-05-05 09:30:00,286.640015,289.25,283.709991,286.190002,286.190002,79569900.0,283.8782417058823,0.9239323395721533,0.0,0.1,0.0,-39.29992500000026,0.0,2.619995000000017,-16.0,-15.0,0.0,-39.29992500000026,0.0,0.0,39.29992500000026,0.0,1.0
2020-05-05 10:00:00,286.640015,289.25,283.709991,286.190002,286.190002,79569900.0,284.0066728333333,0.9239323395721533,0.0,0.1,0.0,-39.29992500000026,0.0,2.619995000000017,-16.0,-15.0,0.0,-39.29992500000026,0.0,0.0,39.29992500000026,0.0,1.0
2020-05-05 10:30:00,286.640015,289.25,283.709991,286.190002,286.190002,79569900.0,284.1215848947368,0.9239323395721533,0.0,0.1,0.0,-39.29992500000026,0.0,2.619995000000017,-16.0,-15.0,0.0,-39.29992500000026,0.0,0.0,39.29992500000026,0.0,1.0
2020-05-05 11:00:00,286.640015,289.25,283.709991,286.190002,286.190002,79569900.0,284.22500575,0.9239323395721533,0.0,0.1,0.0,-39.29992500000026,0.0,2.619995000000017,-16.0,-15.0,0.0,-39.29992500000026,0.0,0.0,39.29992500000026,0.0,1.0
2020-05-05 11:30:00,286.640015,289.25,283.709991,286.190002,286.190002,79569900.0,284.318577,0.9239323395721533,0.0,-0.14748543899184058,0.0,-39.29992500000026,0.0,2.619995000000017,-16.0,-15.0,0.0,-39.29992500000026,0.0,0.0,39.29992500000026,0.0,1.0
2020-05-05 12:00:00,286.640015,289.25,283.709991,286.190002,286.190002,79569900.0,284.40364177272727,0.9239323395721533,0.0,-0.031357370790837835,0.0,-39.29992500000026,0.0,2.619995000000017,-16.0,-15.0,0.0,-39.29992500000026,0.0,0.0,39.29992500000026,0.0,1.0
2020-05-05 12:30:00,286.640015,289.25,283.709991,286.190002,286.190002,79569900.0,284.48130960869565,0.9239323395721533,0.0,0.05908328696107409,0.0,-39.29992500000026,0.0,2.619995000000017,-16.0,-15.0,0.0,-39.29992500000026,0.0,0.0,39.29992500000026,0.0,1.0
2020-05-05 13:00:00,286.640015,289.25,283.709991,286.190002,286.190002,79569900.0,284.55250512500004,0.9239323395721533,0.0,0.13584723440588686,0.0,-39.29992500000026,0.0,2.619995000000017,-16.0,-15.0,0.0,-39.29992500000026,0.0,0.0,39.29992500000026,0.0,1.0
2020-05-05 13:30:00,286.640015,289.25,283.709991,286.190002,286.190002,79569900.0,284.61800500000004,0.0,0.0,0.20278637521164639,0.0,-39.29992500000026,0.0,2.619995000000017,-16.0,-15.0,0.0,-39.29992500000026,0.0,0.0,39.29992500000026,0.0,1.0
2020-05-05 14:00:00,286.640015,289.25,283.709991,286.190002,286.190002,79569900.0,284.678466423077,0.0,0.0,0.26153015665112994,0.0,-39.29992500000026,0.0,2.619995000000017,-16.0,-15.0,0.0,-39.29992500000026,0.0,0.0,39.29992500000026,0.0,1.0
2020-05-05 14:30:00,286.640015,289.25,283.709991,286.190002,286.190002,79569900.0,284.7344492222223,0.0,0.0,0.31287695959769757,0.0,-39.29992500000026,0.0,2.619995000000017,-16.0,-15.0,0.0,-39.29992500000026,0.0,0.0,39.29992500000026,0.0,1.0
2020-05-05 15:00:00,286.640015,289.25,283.709991,286.190002,286.190002,79569900.0,284.7864332500001,0.0,0.0,0.3572543176587152,0.0,-39.29992500000026,0.0,2.619995000000017,-16.0,-15.0,0.0,-39.29992500000026,0.0,0.0,39.29992500000026,0.0,1.0
2020-05-05 15:30:00,286.640015,289.25,283.709991,286.190002,286.190002,79569900.0,284.8348321724139,0.0,0.0,0.3948895738176389,0.0,-39.29992500000026,0.0,2.619995000000017,-16.0,-15.0,0.0,-39.29992500000026,0.0,0.0,39.29992500000026,0.0,1.0
2020-05-05 16:00:00,286.640015,289.25,283.709991,286.190002,286.190002,79569900.0,284.88000450000004,0.0,0.0,0.425854608324457,0.0,-39.29992500000026,0.0,2.619995000000017,-16.0,-15.0,0.0,-39.29992500000026,0.0,0.0,39.29992500000026,0.0,1.0
2020-05-06 09:00:00,288.040009,288.459991,283.779999,284.25,284.25,73632600.0,284.8596817741936,-0.6778720383111003,0.2397972222781819,0.4369470873472594,0.0,-10.199895000000367,-27.645028499999626,0.6799930000000245,-58.79460229737489,-15.0,0.0,-10.199895000000367,-27.645028499999626,29.10002999999989,39.29992500000026,1.0,1.0
2020-05-06 09:30:00,288.040009,288.459991,283.779999,284.25,284.25,73632600.0,284.84062921875005,-0.6778720383111003,0.2397972222781819,0.4302683879507787,0.0,-10.199895000000367,0.0,0.6799930000000245,-16.0,-15.0,0.0,-10.199895000000367,0.0,29.10002999999989,39.29992500000026,1.0,1.0
2020-05-06 10:00:00,288.040009,288.459991,283.779999,284.25,284.25,73632600.0,284.8227313636364,-0.6778720383111003,0.2397972222781819,0.4144219353465024,0.0,-10.199895000000367,0.0,0.6799930000000245,-16.0,-15.0,0.0,-10.199895000000367,0.0,29.10002999999989,39.29992500000026,1.0,1.0
2020-05-06 10:30:00,288.040009,288.459991,283.779999,284.25,284.25,73632600.0,284.8058863235295,-0.6778720383111003,0.2397972222781819,0.396411017572283,0.0,-10.199895000000367,0.0,0.6799930000000245,-16.0,-15.0,0.0,-10.199895000000367,0.0,29.10002999999989,39.29992500000026,1.0,1.0
2020-05-06 11:00:00,288.040009,288.459991,283.779999,284.25,284.25,73632600.0,284.7900038571429,-0.6778720383111003,0.2397972222781819,0.38326873487885654,0.0,-10.199895000000367,0.0,0.6799930000000245,-16.0,-15.0,0.0,-10.199895000000367,0.0,29.10002999999989,39.29992500000026,1.0,1.0
2020-05-06 11:30:00,288.040009,288.459991,283.779999,284.25,284.25,73632600.0,284.77500375000005,-0.6778720383111003,0.2397972222781819,0.3831968825600567,0.0,-10.199895000000367,0.0,0.6799930000000245,-16.0,-15.0,0.0,-10.199895000000367,0.0,29.10002999999989,39.29992500000026,1.0,1.0
2020-05-06 12:00:00,288.040009,288.459991,283.779999,284.25,284.25,73632600.0,284.7608144594595,-0.6778720383111003,0.2397972222781819,0.3981494114165307,0.0,-10.199895000000367,0.0,0.6799930000000245,-16.0,-15.0,0.0,-10.199895000000367,0.0,29.10002999999989,39.29992500000026,1.0,1.0
2020-05-06 12:30:00,288.040009,288.459991,283.779999,284.25,284.25,73632600.0,284.74737197368427,-0.6778720383111003,0.2397972222781819,0.4253695808028887,0.0,-10.199895000000367,0.0,0.6799930000000245,-16.0,-15.0,0.0,-10.199895000000367,0.0,29.10002999999989,39.29992500000026,1.0,1.0
2020-05-06 13:00:00,288.040009,288.459991,283.779999,284.25,284.25,73632600.0,284.73461884615386,-0.6778720383111003,0.2397972222781819,0.46023348115381246,0.0,-10.199895000000367,0.0,0.6799930000000245,-16.0,-15.0,0.0,-10.199895000000367,0.0,29.10002999999989,39.29992500000026,1.0,1.0
2020-05-06 13:30:00,288.040009,288.459991,283.779999,284.25,284.25,73632600.0,284.72250337500003,0.0,0.2397972222781819,0.498617787835098,0.0,-10.199895000000367,0.0,0.6799930000000245,-16.0,-15.0,0.0,-10.199895000000367,0.0,29.10002999999989,39.29992500000026,1.0,1.0
2020-05-06 14:00:00,288.040009,288.459991,283.779999,284.25,284.25,73632600.0,284.7109789024391,0.0,0.2397972222781819,0.5376733501790434,0.0,-10.199895000000367,0.0,0.6799930000000245,-16.0,-15.0,0.0,-10.199895000000367,0.0,29.10002999999989,39.29992500000026,1.0,1.0
2020-05-06 14:30:00,288.040009,288.459991,283.779999,284.25,284.25,73632600.0,284.70000321428574,0.0,0.2397972222781819,0.575653082732385,0.0,-10.199895000000367,0.0,0.6799930000000245,-16.0,-15.0,0.0,-10.199895000000367,0.0,29.10002999999989,39.29992500000026,1.0,1.0
2020-05-06 15:00:00,288.040009,288.459991,283.779999,284.25,284.25,73632600.0,284.68953802325586,0.0,0.2397972222781819,0.6115413107037911,0.0,-10.199895000000367,0.0,0.6799930000000245,-16.0,-15.0,0.0,-10.199895000000367,0.0,29.10002999999989,39.29992500000026,1.0,1.0
2020-05-06 15:30:00,288.040009,288.459991,283.779999,284.25,284.25,73632600.0,284.6795485227273,0.0,0.2397972222781819,0.6447609605935819,0.0,-10.199895000000367,0.0,0.6799930000000245,-16.0,-15.0,0.0,-10.199895000000367,0.0,29.10002999999989,39.29992500000026,1.0,1.0
2020-05-06 16:00:00,288.040009,288.459991,283.779999,284.25,284.25,73632600.0,284.67000300000007,0.0,-0.6778720383111003,0.6749875230950494,0.0,-10.199895000000367,0.0,0.6799930000000245,-16.0,-15.0,0.0,-10.199895000000367,0.0,29.10002999999989,39.29992500000026,1.0,1.0
2020-05-07 09:00:00,287.75,289.779999,287.130005,287.679993,287.679993,75250400.0,284.7354375652174,1.2066817941952523,0.520629997409916,0.6999698049591977,0.0,-51.35981100000066,-771.0105797999995,4.109986000000049,-3.4817347309699462,-12.0,0.0,-51.35981100000066,-771.0105797999995,29.10002999999989,80.45984100000055,1.0,2.0
2020-05-07 09:30:00,287.75,289.779999,287.130005,287.679993,287.679993,75250400.0,284.7980876808511,1.2066817941952523,0.520629997409916,0.7171852508535975,0.0,-51.35981100000066,0.0,4.109986000000049,-13.49634694619399,-12.0,0.0,-51.35981100000066,0.0,29.10002999999989,80.45984100000055,1.0,2.0
2020-05-07 10:00:00,287.75,289.779999,287.130005,287.679993,287.679993,75250400.0,284.85812737500004,1.2066817941952523,0.520629997409916,0.7282171360116098,0.0,-51.35981100000066,0.0,4.109986000000049,-13.49634694619399,-12.0,0.0,-51.35981100000066,0.0,29.10002999999989,80.45984100000055,1.0,2.0
2020-05-07 10:30:00,287.75,289.779999,287.130005,287.679993,287.679993,75250400.0,284.91571646938775,1.2066817941952523,0.520629997409916,0.7344630590532676,0.0,-51.35981100000066,0.0,4.109986000000049,-13.49634694619399,-12.0,0.0,-51.35981100000066,0.0,29.10002999999989,80.45984100000055,1.0,2.0
2020-05-07 11:00:00,287.75,289.779999,287.130005,287.679993,287.679993,75250400.0,284.971002,1.2066817941952523,0.520629997409916,0.7369780950965881,0.0,-51.35981100000066,0.0,4.109986000000049,-13.49634694619399,-12.0,0.0,-51.35981100000066,0.0,29.10002999999989,80.45984100000055,1.0,2.0
2020-05-07 11:30:00,287.75,289.779999,287.130005,287.679993,287.679993,75250400.0,285.02411947058823,1.2066817941952523,0.520629997409916,0.737129454317075,0.0,-51.35981100000066,0.0,4.109986000000049,-13.49634694619399,-12.0,0.0,-51.35981100000066,0.0,29.10002999999989,80.45984100000055,1.0,2.0
2020-05-07 12:00:00,287.75,289.779999,287.130005,287.679993,287.679993,75250400.0,285.07519396153845,1.2066817941952523,0.520629997409916,0.735861971380744,0.0,-51.35981100000066,0.0,4.109986000000049,-13.49634694619399,-12.0,0.0,-51.35981100000066,0.0,29.10002999999989,80.45984100000055,1.0,2.0
2020-05-07 12:30:00,287.75,289.779999,287.130005,287.679993,287.679993,75250400.0,285.12434111320755,1.2066817941952523,0.520629997409916,0.7338345438059571,0.0,-51.35981100000066,0.0,4.109986000000049,-13.49634694619399,-12.0,0.0,-51.35981100000066,0.0,29.10002999999989,80.45984100000055,1.0,2.0
2020-05-07 13:00:00,287.75,289.779999,287.130005,287.679993,287.679993,75250400.0,285.171668,1.2066817941952523,0.520629997409916,0.7315046018607446,0.0,-51.35981100000066,0.0,4.109986000000049,-13.49634694619399,-12.0,0.0,-51.35981100000066,0.0,29.10002999999989,80.45984100000055,1.0,2.0
2020-05-07 13:30:00,287.75,289.779999,287.130005,287.679993,287.679993,75250400.0,285.2172739090909,0.0,0.520629997409916,0.7291830940801901,0.0,-51.35981100000066,0.0,4.109986000000049,-13.49634694619399,-12.0,0.0,-51.35981100000066,0.0,29.10002999999989,80.45984100000055,1.0,2.0
2020-05-07 14:00:00,287.75,289.779999,287.130005,287.679993,287.679993,75250400.0,285.2612510357143,0.0,0.520629997409916,0.7270716807442302,0.0,-51.35981100000066,0.0,4.109986000000049,-13.49634694619399,-12.0,0.0,-51.35981100000066,0.0,29.10002999999989,80.45984100000055,1.0,2.0
2020-05-07 14:30:00,287.75,289.779999,287.130005,287.679993,287.679993,75250400.0,285.3036851052631,0.0,0.520629997409916,0.7252886503806768,0.0,-51.35981100000066,0.0,4.109986000000049,-13.49634694619399,-12.0,0.0,-51.35981100000066,0.0,29.10002999999989,80.45984100000055,1.0,2.0
2020-05-07 15:00:00,287.75,289.779999,287.130005,287.679993,287.679993,75250400.0,285.3446559310345,0.0,0.520629997409916,0.7238873958943414,0.0,-51.35981100000066,0.0,4.109986000000049,-13.49634694619399,-12.0,0.0,-51.35981100000066,0.0,29.10002999999989,80.45984100000055,1.0,2.0
2020-05-07 15:30:00,287.75,289.779999,287.130005,287.679993,287.679993,75250400.0,285.38423791525423,0.0,0.520629997409916,0.7228698016469878,0.0,-51.35981100000066,0.0,4.109986000000049,-13.49634694619399,-12.0,0.0,-51.35981100000066,0.0,29.10002999999989,80.45984100000055,1.0,2.0
2020-05-07 16:00:00,287.75,289.779999,287.130005,287.679993,287.679993,75250400.0,285.4225005,0.0,1.2066817941952523,0.7221960069324499,0.0,-51.35981100000066,0.0,4.109986000000049,-13.49634694619399,-12.0,0.0,-51.35981100000066,0.0,29.10002999999989,80.45984100000055,1.0,2.0
2020-05-08 09:00:00,291.089996,292.950012,289.859985,292.440002,292.440002,76622100.0,285.53754150819674,1.654619409004221,2.88126719437114,0.719724723205999,0.0,-108.47991900000028,54.264102599999205,8.869995000000017,-6.790286353036339,-12.0,0.0,-108.47991900000028,54.264102599999205,29.10002999999989,137.57994900000017,1.0,3.0
2020-05-08 09:30:00,291.089996,292.950012,289.859985,292.440002,292.440002,76622100.0,285.648871516129,1.654619409004221,2.88126719437114,0.7122745466951111,0.0,-108.47991900000028,0.0,8.869995000000017,-13.229986488154736,-12.0,0.0,-108.47991900000028,0.0,29.10002999999989,137.57994900000017,1.0,3.0
2020-05-08 10:00:00,291.089996,292.950012,289.859985,292.440002,292.440002,76622100.0,285.75666723809525,1.654619409004221,2.88126719437114,0.7038917913537803,0.0,-108.47991900000028,0.0,8.869995000000017,-13.229986488154736,-12.0,0.0,-108.47991900000028,0.0,29.10002999999989,137.57994900000017,1.0,3.0
2020-05-08 10:30:00,291.089996,292.950012,289.859985,292.440002,292.440002,76622100.0,285.86109434375,1.654619409004221,2.88126719437114,0.6965161577766146,0.0,-108.47991900000028,0.0,8.869995000000017,-13.229986488154736,-12.0,0.0,-108.47991900000028,0.0,29.10002999999989,137.57994900000017,1.0,3.0
2020-05-08 11:00:00,291.089996,292.950012,289.859985,292.440002,292.440002,76622100.0,285.9623083076923,1.654619409004221,2.88126719437114,0.6908459803331536,0.0,-108.47991900000028,0.0,8.869995000000017,-13.229986488154736,-12.0,0.0,-108.47991900000028,0.0,29.10002999999989,137.57994900000017,1.0,3.0
2020-05-08 11:30:00,291.089996,292.950012,289.859985,292.440002,292.440002,76622100.0,286.06045518181816,1.654619409004221,2.88126719437114,0.6874443966039341,0.0,-108.47991900000028,0.0,8.869995000000017,-13.229986488154736,-12.0,0.0,-108.47991900000028,0.0,29.10002999999989,137.57994900000017,1.0,3.0
2020-05-08 12:00:00,291.089996,292.950012,289.859985,292.440002,292.440002,76622100.0,286.1556722985074,1.654619409004221,2.88126719437114,0.6864830615458687,0.0,-108.47991900000028,0.0,8.869995000000017,-13.229986488154736,-12.0,0.0,-108.47991900000028,0.0,29.10002999999989,137.57994900000017,1.0,3.0
2020-05-08 12:30:00,291.089996,292.950012,289.859985,292.440002,292.440002,76622100.0,286.2480889117646,1.654619409004221,2.88126719437114,0.6878895213163742,0.0,-108.47991900000028,0.0,8.869995000000017,-13.229986488154736,-12.0,0.0,-108.47991900000028,0.0,29.10002999999989,137.57994900000017,1.0,3.0
2020-05-08 13:00:00,291.089996,292.950012,289.859985,292.440002,292.440002,76622100.0,286.33782678260866,1.654619409004221,2.88126719437114,0.6914423811480171,0.0,-108.47991900000028,0.0,8.869995000000017,-13.229986488154736,-12.0,0.0,-108.47991900000028,0.0,29.10002999999989,137.57994900000017,1.0,3.0
2020-05-08 13:30:00,291.089996,292.950012,289.859985,292.440002,292.440002,76622100.0,286.42500071428566,0.0,2.88126719437114,0.6968342249781168,0.0,-108.47991900000028,0.0,8.869995000000017,-13.229986488154736,-12.0,0.0,-108.47991900000028,0.0,29.10002999999989,137.57994900000017,1.0,3.0
2020-05-08 14:00:00,291.089996,292.950012,289.859985,292.440002,292.440002,76622100.0,286.50971904225344,0.0,2.88126719437114,0.7037134967953775,0.0,-108.47991900000028,0.0,8.869995000000017,-13.229986488154736,-12.0,0.0,-108.47991900000028,0.0,29.10002999999989,137.57994900000017,1.0,3.0
2020-05-08 14:30:00,291.089996,292.950012,289.859985,292.440002,292.440002,76622100.0,286.59208408333325,0.0,2.88126719437114,0.7117121550431924,0.0,-108.47991900000028,0.0,8.869995000000017,-13.229986488154736,-12.0,0.0,-108.47991900000028,0.0,29.10002999999989,137.57994900000017,1.0,3.0
2020-05-08 15:00:00,291.089996,292.950012,289.859985,292.440002,292.440002,76622100.0,286.6721925479451,0.0,2.88126719437114,0.7204634909713066,0.0,-108.47991900000028,0.0,8.869995000000017,-13.229986488154736,-12.0,0.0,-108.47991900000028,0.0,29.10002999999989,137.57994900000017,1.0,3.0
2020-05-08 15:30:00,291.089996,292.950012,289.859985,292.440002,292.440002,76622100.0,286.75013591891883,0.0,2.88126719437114,0.7296130595719056,0.0,-108.47991900000028,0.0,8.869995000000017,-13.229986488154736,-12.0,0.0,-108.47991900000028,0.0,29.10002999999989,137.57994900000017,1.0,3.0
2020-05-08 16:00:00,291.089996,292.950012,289.859985,292.440002,292.440002,76622100.0,286.8260007999999,0.0,1.654619409004221,0.7388247494449426,0.0,-108.47991900000028,0.0,8.869995000000017,-13.229986488154736,-12.0,0.0,-108.47991900000028,0.0,29.10002999999989,137.57994900000017,1.0,3.0
2020-05-11 09:00:00,290.339996,294.0,289.880005,292.5,292.5,79514200.0,286.90065868421044,0.020516345092902455,1.6754752215250468,0.7477734435685612,0.0,-109.19989500000037,0.6839772000002995,8.929993000000024,-13.147816801200179,-12.0,0.0,-109.19989500000037,0.6839772000002995,29.10002999999989,138.29992500000026,1.0,4.0
2020-05-11 09:30:00,290.339996,294.0,289.880005,292.5,292.5,79514200.0,286.9733774025973,0.020516345092902455,1.6754752215250468,0.7561710522906447,0.0,-109.19989500000037,0.0,8.929993000000024,-13.22844127649373,-12.0,0.0,-109.19989500000037,0.0,29.10002999999989,138.29992500000026,1.0,4.0
2020-05-11 10:00:00,290.339996,294.0,289.880005,292.5,292.5,79514200.0,287.0442315384614,0.020516345092902455,1.6754752215250468,0.7637692997994868,0.0,-109.19989500000037,0.0,8.929993000000024,-13.22844127649373,-12.0,0.0,-109.19989500000037,0.0,29.10002999999989,138.29992500000026,1.0,4.0
2020-05-11 10:30:00,290.339996,294.0,289.880005,292.5,292.5,79514200.0,287.1132918987341,0.020516345092902455,1.6754752215250468,0.7703360909786177,0.0,-109.19989500000037,0.0,8.929993000000024,-13.22844127649373,-12.0,0.0,-109.19989500000037,0.0,29.10002999999989,138.29992500000026,1.0,4.0
2020-05-11 11:00:00,290.339996,294.0,289.880005,292.5,292.5,79514200.0,287.1806257499999,0.020516345092902455,1.6754752215250468,0.7756606548716017,0.0,-109.19989500000037,0.0,8.929993000000024,-13.22844127649373,-12.0,0.0,-109.19989500000037,0.0,29.10002999999989,138.29992500000026,1.0,4.0
2020-05-11 11:30:00,290.339996,294.0,289.880005,292.5,292.5,79514200.0,287.2462970370369,0.020516345092902455,1.6754752215250468,0.7799727406741602,0.0,-109.19989500000037,0.0,8.929993000000024,-13.22844127649373,-12.0,0.0,-109.19989500000037,0.0,29.10002999999989,138.29992500000026,1.0,4.0
2020-05-11 12:00:00,290.339996,294.0,289.880005,292.5,292.5,79514200.0,287.3103665853657,0.020516345092902455,1.6754752215250468,0.7834512247039187,0.0,-109.19989500000037,0.0,8.929993000000024,-13.22844127649373,-12.0,0.0,-109.19989500000037,0.0,29.10002999999989,138.29992500000026,1.0,4.0
2020-05-11 12:30:00,290.339996,294.0,289.880005,292.5,292.5,79514200.0,287.37289228915654,0.020516345092902455,1.6754752215250468,0.7862378886833563,0.0,-109.19989500000037,0.0,8.929993000000024,-13.22844127649373,-12.0,0.0,-109.19989500000037,0.0,29.10002999999989,138.29992500000026,1.0,4.0
2020-05-11 13:00:00,290.339996,294.0,289.880005,292.5,292.5,79514200.0,287.4339292857142,0.020516345092902455,1.6754752215250468,0.7884468428204048,0.0,-109.19989500000037,0.0,8.929993000000024,-13.22844127649373,-12.0,0.0,-109.19989500000037,0.0,29.10002999999989,138.29992500000026,1.0,4.0
2020-05-11 13:30:00,290.339996,294.0,289.880005,292.5,292.5,79514200.0,287.49353011764697,0.0,1.6754752215250468,0.7901711528887275,0.0,-109.19989500000037,0.0,8.929993000000024,-13.22844127649373,-12.0,0.0,-109.19989500000037,0.0,29.10002999999989,138.29992500000026,1.0,4.0
2020-05-11 14:00:00,290.339996,294.0,289.880005,292.5,292.5,79514200.0,287.55174488372086,0.0,1.6754752215250468,0.7914876110623783,0.0,-109.19989500000037,0.0,8.929993000000024,-13.22844127649373,-12.0,0.0,-109.19989500000037,0.0,29.10002999999989,138.29992500000026,1.0,4.0
2020-05-11 14:30:00,290.339996,294.0,289.880005,292.5,292.5,79514200.0,287.60862137931025,0.0,1.6754752215250468,0.7924602397245533,0.0,-109.19989500000037,0.0,8.929993000000024,-13.22844127649373,-12.0,0.0,-109.19989500000037,0.0,29.10002999999989,138.29992500000026,1.0,4.0
2020-05-11 15:00:00,290.339996,294.0,289.880005,292.5,292.5,79514200.0,287.66420522727265,0.0,1.6754752215250468,0.7931429098618229,0.0,-109.19989500000037,0.0,8.929993000000024,-13.22844127649373,-12.0,0.0,-109.19989500000037,0.0,29.10002999999989,138.29992500000026,1.0,4.0
2020-05-11 15:30:00,290.339996,294.0,289.880005,292.5,292.5,79514200.0,287.7185399999999,0.0,1.6754752215250468,0.7935813280781902,0.0,-109.19989500000037,0.0,8.929993000000024,-13.22844127649373,-12.0,0.0,-109.19989500000037,0.0,29.10002999999989,138.29992500000026,1.0,4.0
2020-05-11 16:00:00,290.339996,294.0,289.880005,292.5,292.5,79514200.0,287.77166733333326,0.0,0.020516345092902455,0.7938145654052623,0.0,-109.19989500000037,0.0,8.929993000000024,-13.22844127649373,-12.0,0.0,-109.19989500000037,0.0,29.10002999999989,138.29992500000026,1.0,4.0
2020-05-12 09:00:00,293.790009,294.23999,286.519989,286.670013,286.670013,95870800.0,287.80611184444433,-1.9931579487179496,-1.973050526788056,0.7938088803909429,0.0,-39.240051000000165,-66.46185179999998,3.1000060000000076,-36.22570440186248,-12.0,0.0,-39.240051000000165,-66.46185179999998,99.0598740000001,138.29992500000026,2.0,4.0
2020-05-12 09:30:00,293.790009,294.23999,286.519989,286.670013,286.670013,95870800.0,287.84055635555546,-1.9931579487179496,-1.973050526788056,0.7934424567425995,0.0,-39.240051000000165,0.0,3.1000060000000076,-13.658056468277826,-12.0,0.0,-39.240051000000165,0.0,99.0598740000001,138.29992500000026,2.0,4.0
2020-05-12 10:00:00,293.790009,294.23999,286.519989,286.670013,286.670013,95870800.0,287.87500086666654,-1.9931579487179496,-1.973050526788056,0.7928177574738128,0.0,-39.240051000000165,0.0,3.1000060000000076,-13.658056468277826,-12.0,0.0,-39.240051000000165,0.0,99.0598740000001,138.29992500000026,2.0,4.0
2020-05-12 10:30:00,293.790009,294.23999,286.519989,286.670013,286.670013,95870800.0,287.9094453777776,-1.9931579487179496,-1.973050526788056,0.7920324500812148,0.0,-39.240051000000165,0.0,3.1000060000000076,-13.658056468277826,-12.0,0.0,-39.240051000000165,0.0,99.0598740000001,138.29992500000026,2.0,4.0
